Man. ID,Manufucturer Name,Turb. ID,Turbine Name,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,26.5,27,27.5,28,28.5,29,29.5,30,30.5,31,31.5,32,32.5,33,33.5,34,34.5,35
0,Generic,0,Generic,0,0,0,9.14E-05,0.000704328,0.002796779,0.00826884,0.022287302,0.040887368,0.067118829,0.096823689,0.136800277,0.179762884,0.235967145,0.294739111,0.367046184,0.441500114,0.526156608,0.610187809,0.69261358,0.769109949,0.833336363,0.887099417,0.923170384,0.950282342,0.966873456,0.979177151,0.986793066,0.99199391,0.991221409,0.992757202,0.985211064,0.985250548,0.977715962,0.975762717,0.973375402,0.971980238,0.967250487,0.964903343,0.960396048,0.958214796,0.826381733,0.824728462,0.81704207,0.815785109,0.765204363,0.751406794,0.737955027,0.736520635,0.713022256,0.710218193,0.026285649,0.0250526,0.020753966,0.020472544,0.016276872,0.016126124,0.012627677,0.012627677,0.011487113,0.011487113,0,0,0,0,0,0,0,0,0,0
